floor,number_of_storeys,ceiling_height,target_price,total_area,living_area,kitchen_area,district,near_the_subway,number_of_rooms,house_type,bathroom,balcony,year_built
2.0,3.0,2.7,240000.0,161.4,82.8,10.7,Sovetsky,No,4,brick,combined,Two balconies,1997.0
6.0,11.0,2.7,99000.0,68.8,28.0,13.4,Oktyabrsky,No,2,frame-block,separate,Loggia,2021.0
25.0,25.0,3.0,75000.0,51.4,45.4,8.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
15.0,25.0,2.7,37000.0,29.53,18.0,10.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
1.0,9.0,2.5,84000.0,63.6,31.0,10.0,Moskovsky,Yes,2,frame-block,separate,Loggia,2021.0
2.0,5.0,2.7,63000.0,34.2,18.0,7.2,Partizansky,Yes,1,brick,separate,Balcony,1965.0
4.0,9.0,2.7,69000.0,67.86,47.99,7.15,Leninsky,No,3,panel,separate,Two balconies,1975.0
1.0,5.0,2.7,54000.0,43.3,28.6,5.8,Pervomaisky,No,2,panel,combined,Loggia,1965.0
19.0,25.0,2.7,73000.0,48.0,25.83,8.0,Pervomaisky,Yes,2,frame-block,combined,Loggia,2021.0
11.0,18.0,2.73,113000.0,67.3,34.2,10.9,Frunzensky,Yes,2,monolithic,separate,Loggia,2009.0
1.0,2.0,3.0,27000.0,82.3,35.7,10.2,Frunzensky,No,3,brick,separate,Without,1953.0
4.0,5.0,2.5,53000.0,50.2,33.8,6.0,Frunzensky,Yes,3,panel,separate,Balcony,1969.0
8.0,9.0,2.7,142000.0,79.0,46.77,9.77,Tsentralny,No,3,monolithic,separate,Loggia,2021.0
3.0,19.0,2.7,53000.0,43.2,16.36,11.79,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
1.0,9.0,2.5,82000.0,63.6,31.0,10.0,Moskovsky,Yes,2,frame-block,separate,Balcony,2021.0
6.0,9.0,2.66,250000.0,142.5,79.2,20.9,Pervomaisky,Yes,4,frame-block,2,Two balconies,2001.0
5.0,5.0,2.5,59000.0,58.2,41.67,6.12,Zavodskoy,No,4,brick,separate,Balcony,1968.0
12.0,17.0,2.7,100000.0,57.6,31.55,9.27,Moskovsky,Yes,2,brick,separate,Two balconies,2013.0
2.0,5.0,3.0,199000.0,60.1,32.2,10.2,Leninsky,Yes,2,brick,combined,Balcony,1954.0
7.0,13.0,2.72,165000.0,92.4,49.7,16.6,Frunzensky,Yes,3,frame-block,separate,Loggia,2012.0
19.0,19.0,2.76,350000.0,297.9,119.2,38.8,Sovetsky,Yes,4,frame-block,2,Loggia,2014.0
4.0,19.0,2.7,89000.0,73.5,55.0,10.0,Moskovsky,No,3,frame-block,separate,Loggia,2017.0
7.0,9.0,2.45,59000.0,34.64,17.89,9.37,Moskovsky,No,1,block-rooms,separate,Balcony,1985.0
16.0,25.0,2.74,144000.0,83.9,63.9,14.66,Pervomaisky,Yes,4,frame-block,2,Loggia,2017.0
7.0,8.0,2.72,154000.0,81.0,46.0,13.9,Oktyabrsky,Yes,2,monolithic,combined,Loggia,2011.0
15.0,15.0,2.7,90000.0,84.5,51.0,32.8,Frunzensky,Yes,2,frame-block,combined,Two balconies,2008.0
16.0,25.0,2.74,144000.0,83.9,63.9,14.66,Pervomaisky,Yes,3,frame-block,2,Loggia,2017.0
3.0,12.0,2.52,60000.0,39.0,15.1,9.4,Sovetsky,No,1,brick,separate,Two balconies,1996.0
2.0,5.0,2.52,58000.0,48.8,35.0,6.0,Frunzensky,Yes,3,panel,separate,Balcony,1968.0
11.0,25.0,2.7,35000.0,29.69,14.25,7.47,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
7.0,9.0,2.7,113000.0,87.6,60.0,9.4,Moskovsky,Yes,4,panel,combined,Loggia,2008.0
5.0,12.0,2.6,99000.0,81.0,51.2,8.9,Frunzensky,Yes,4,panel,separate,Two balconies,1989.0
1.0,1.0,2.7,31000.0,62.9,33.9,10.7,Frunzensky,Yes,1,panel,separate,Without,1959.0
4.0,5.0,2.45,75000.0,73.1,49.6,9.2,Frunzensky,Yes,3,block-rooms,separate,Loggia,1992.0
2.0,5.0,2.53,70000.0,58.6,45.9,5.8,Pervomaisky,No,3,panel,combined,Balcony,1964.0
6.0,9.0,2.52,59000.0,49.9,29.5,8.48,Moskovsky,Yes,2,panel,separate,Loggia,1984.0
20.0,20.0,2.7,80000.0,66.0,35.07,8.98,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2020.0
1.0,9.0,2.84,78000.0,65.0,43.0,7.4,Sovetsky,Yes,3,panel,separate,Loggia,1982.0
5.0,20.0,2.7,79000.0,65.8,35.07,8.98,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2020.0
11.0,25.0,2.7,55000.0,41.4,31.4,10.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,14.0,2.54,198000.0,145.0,78.2,11.0,Frunzensky,Yes,4,brick,2,Two balconies,1997.0
13.0,25.0,2.7,119000.0,77.6,37.8,14.0,Pervomaisky,Yes,3,frame-block,combined,Loggia,2020.0
19.0,19.0,2.7,116000.0,86.1,38.17,15.32,Oktyabrsky,Yes,2,frame-block,separate,Two balconies,2020.0
4.0,25.0,2.7,92000.0,61.98,35.0,15.0,Pervomaisky,Yes,3,frame-block,combined,Loggia,2021.0
6.0,10.0,2.54,85000.0,66.5,43.6,7.1,Tsentralny,No,3,panel,separate,Loggia,1986.0
17.0,18.0,2.5,109000.0,92.2,49.0,11.3,Oktyabrsky,Yes,3,monolithic,2,Loggia,2009.0
7.0,16.0,2.7,80000.0,60.1,32.76,9.89,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2020.0
5.0,5.0,2.52,62000.0,57.4,38.6,5.8,Tsentralny,No,3,panel,combined,Balcony,1962.0
15.0,25.0,2.7,54000.0,41.4,31.4,10.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
1.0,16.0,2.7,71000.0,42.7,16.0,5.5,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2020.0
16.0,16.0,3.0,50000.0,42.7,34.7,8.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
5.0,16.0,2.7,74000.0,60.1,31.76,10.89,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2020.0
18.0,25.0,2.7,34000.0,29.62,15.0,5.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
1.0,5.0,2.7,43000.0,32.7,17.2,6.2,Pervomaisky,No,1,panel,separate,Without,1967.0
10.0,25.0,2.7,34000.0,29.88,14.0,6.0,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
3.0,10.0,2.5,81000.0,65.5,32.0,12.0,Moskovsky,Yes,2,panel,separate,Loggia,2020.0
6.0,24.0,2.7,72000.0,63.1,40.0,9.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
17.0,25.0,2.7,70000.0,64.57,37.25,11.26,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
15.0,16.0,2.7,40000.0,33.0,16.0,5.34,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2020.0
21.0,25.0,2.7,70000.0,64.57,37.25,11.26,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
12.0,25.0,2.7,38000.0,29.3,15.34,8.13,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
14.0,22.0,2.7,107000.0,61.4,30.0,11.4,Oktyabrsky,No,2,frame-block,separate,Loggia,2021.0
20.0,25.0,2.7,34000.0,29.7,14.0,5.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
16.0,16.0,2.7,38000.0,30.6,17.0,6.54,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2020.0
3.0,5.0,2.55,42000.0,31.33,18.88,5.85,Zavodskoy,Yes,1,panel,combined,Balcony,1961.0
19.0,20.0,2.7,225000.0,132.4,98.8,1.0,Tsentralny,No,4,frame-block,2,Loggia,2015.0
25.0,25.0,2.7,70000.0,64.57,37.25,11.26,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
15.0,16.0,2.7,72000.0,59.0,50.0,6.4,Oktyabrsky,Yes,3,frame-block,separate,Balcony,2021.0
8.0,10.0,2.69,74000.0,46.5,17.3,11.3,Pervomaisky,Yes,1,frame-block,combined,Loggia,2011.0
8.0,10.0,2.69,74000.0,46.5,17.3,11.3,Pervomaisky,Yes,1,frame-block,combined,Loggia,2011.0
6.0,9.0,2.52,65000.0,63.0,43.0,7.0,Leninsky,No,3,panel,separate,Loggia,1980.0
4.0,9.0,2.54,122000.0,67.1,43.7,8.9,Moskovsky,No,3,panel,separate,Loggia,2000.0
8.0,9.0,2.5,90000.0,69.17,45.86,7.44,Frunzensky,Yes,3,panel,separate,Two balconies,1974.0
3.0,4.0,2.98,74000.0,55.0,32.0,5.6,Zavodskoy,Yes,2,brick,separate,Balcony,1954.0
7.0,16.0,2.7,69000.0,60.0,35.0,17.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2020.0
12.0,17.0,2.7,75000.0,50.49,24.46,11.83,Moskovsky,Yes,1,monolithic,combined,Loggia,2021.0
9.0,25.0,2.7,70000.0,64.57,37.25,11.26,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
18.0,25.0,2.7,37000.0,29.3,15.34,7.95,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
16.0,16.0,2.7,54000.0,38.1,24.18,4.7,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2020.0
10.0,12.0,2.7,238000.0,113.2,59.7,9.9,Tsentralny,Yes,4,brick,2,Two balconies,1997.0
5.0,5.0,2.5,62000.0,60.6,45.8,6.1,Zavodskoy,No,3,panel,separate,Balcony,1968.0
2.0,4.0,2.7,76000.0,78.0,50.5,9.18,Partizansky,Yes,3,brick,separate,Without,1956.0
6.0,7.0,2.72,210000.0,127.3,58.6,14.1,Tsentralny,Yes,3,brick,separate,Loggia,2006.0
10.0,23.0,2.7,38000.0,31.4,22.0,7.4,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
4.0,25.0,2.7,68000.0,70.7,33.86,6.25,Oktyabrsky,Yes,3,frame-block,2,Loggia,2021.0
15.0,25.0,2.7,35000.0,29.3,15.34,7.95,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
5.0,9.0,2.7,85000.0,72.3,39.2,9.0,Leninsky,Yes,3,block-rooms,separate,Two balconies,2002.0
3.0,5.0,3.0,200000.0,103.0,68.1,12.5,Tsentralny,Yes,4,brick,separate,Balcony,1951.0
3.0,25.0,2.7,33000.0,28.7,24.0,4.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
14.0,25.0,2.72,64000.0,38.5,15.0,9.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2018.0
2.0,25.0,2.7,66000.0,71.6,33.86,6.25,Oktyabrsky,Yes,3,frame-block,2,Loggia,2021.0
18.0,25.0,2.7,71000.0,72.37,62.0,9.0,Oktyabrsky,Yes,4,frame-block,separate,Loggia,2021.0
2.0,17.0,2.7,56000.0,44.7,24.51,6.54,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2020.0
2.0,25.0,2.7,66000.0,71.8,33.86,6.25,Oktyabrsky,Yes,3,frame-block,2,Loggia,2021.0
5.0,9.0,2.5,67000.0,77.3,46.9,9.3,Zavodskoy,No,3,block-rooms,separate,Two balconies,1979.0
6.0,7.0,2.7,138000.0,100.0,59.2,16.5,Sovetsky,No,3,frame-block,combined,Balcony,2003.0
10.0,23.0,2.7,68000.0,51.2,40.0,10.0,Oktyabrsky,Yes,2,panel,combined,Loggia,2021.0
2.0,23.0,2.7,73000.0,63.3,49.0,13.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
10.0,25.0,2.7,71000.0,72.68,60.0,12.0,Oktyabrsky,Yes,4,panel,separate,Loggia,2021.0
5.0,6.0,2.7,195000.0,78.9,37.3,13.6,Tsentralny,No,2,frame-block,combined,Loggia,2016.0
11.0,12.0,2.5,135000.0,78.1,47.8,7.9,Tsentralny,Yes,4,brick,separate,Loggia,1990.0
2.0,15.0,2.7,144000.0,102.96,60.41,12.19,Tsentralny,No,4,frame-block,2,Two balconies,2021.0
14.0,25.0,2.7,75000.0,65.0,45.2,3.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
5.0,20.0,2.7,135000.0,68.0,40.0,15.0,Pervomaisky,Yes,2,frame-block,combined,Loggia,2016.0
8.0,8.0,2.7,79000.0,43.1,16.7,10.4,Tsentralny,No,1,frame-block,separate,Loggia,2014.0
1.0,9.0,2.53,81000.0,49.6,34.7,7.3,Tsentralny,Yes,2,panel,combined,Loggia,1986.0
17.0,25.0,2.7,102000.0,45.0,25.0,11.4,Pervomaisky,Yes,2,frame-block,combined,Loggia,2015.0
17.0,23.0,2.7,38000.0,31.3,22.3,8.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
3.0,5.0,2.51,56000.0,38.6,23.7,6.2,Pervomaisky,Yes,2,panel,separate,Balcony,1969.0
9.0,10.0,2.7,81000.0,53.3,28.5,8.9,Oktyabrsky,Yes,2,panel,separate,Loggia,2000.0
12.0,23.0,2.7,37000.0,29.8,22.0,7.1,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
5.0,6.0,3.18,149000.0,56.1,41.5,6.2,Sovetsky,Yes,3,brick,combined,Balcony,1947.0
23.0,23.0,3.0,74000.0,52.0,40.0,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
2.0,4.0,2.7,199000.0,57.4,30.8,9.5,Leninsky,Yes,2,brick,separate,Balcony,1948.0
4.0,23.0,2.7,36000.0,29.5,21.0,7.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
18.0,23.0,2.7,68000.0,52.0,40.0,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
20.0,20.0,2.7,80000.0,66.0,35.07,8.98,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
8.0,16.0,2.7,66000.0,48.9,30.0,10.0,Moskovsky,Yes,1,frame-block,separate,Loggia,2021.0
7.0,20.0,2.7,79000.0,65.7,35.07,8.98,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
2.0,10.0,2.7,144000.0,110.8,70.0,15.0,Pervomaisky,Yes,3,frame-block,separate,Loggia,2018.0
3.0,20.0,2.7,79000.0,65.6,35.07,8.98,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
1.0,5.0,2.54,57000.0,52.7,34.3,6.1,Leninsky,No,3,panel,separate,Two balconies,1972.0
4.0,20.0,2.7,80000.0,66.0,35.07,8.98,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
3.0,20.0,2.7,80000.0,66.0,35.07,8.98,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
5.0,9.0,2.7,56000.0,41.8,15.5,9.5,Tsentralny,No,2,panel,combined,Loggia,2017.0
9.0,9.0,2.7,81000.0,51.2,29.5,8.3,Sovetsky,No,2,panel,separate,Loggia,1983.0
25.0,25.0,3.0,74000.0,52.0,40.0,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
5.0,20.0,2.7,79000.0,65.8,35.07,8.98,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
9.0,16.0,2.7,61000.0,59.67,36.4,10.2,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
2.0,5.0,2.54,47000.0,46.4,31.0,5.8,Partizansky,Yes,2,panel,combined,Balcony,1964.0
21.0,24.0,2.7,68000.0,52.0,40.0,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
16.0,16.0,2.7,119000.0,100.5,58.5,8.8,Pervomaisky,No,4,panel,2,Two balconies,2009.0
8.0,19.0,2.65,79000.0,60.8,32.2,9.5,Frunzensky,Yes,2,panel,separate,Loggia,2020.0
7.0,16.0,2.7,62000.0,55.31,31.5,9.4,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
4.0,4.0,2.7,349000.0,344.4,132.0,35.5,Sovetsky,No,6,silicate,2,Without,2017.0
4.0,9.0,2.52,99000.0,78.1,41.7,13.2,Frunzensky,No,2,panel,separate,Balcony,2007.0
7.0,16.0,2.63,74000.0,60.9,22.5,18.0,Frunzensky,No,2,panel,separate,Balcony,2009.0
24.0,25.0,2.72,121000.0,48.0,38.0,10.0,Pervomaisky,Yes,2,frame-block,combined,Loggia,2021.0
3.0,13.0,2.7,70000.0,53.4,19.3,12.3,Frunzensky,Yes,1,frame-block,separate,Two balconies,2012.0
1.0,5.0,2.5,59000.0,48.4,29.81,6.59,Sovetsky,Yes,2,brick,separate,Balcony,1969.0
2.0,12.0,2.51,94000.0,83.8,49.7,8.6,Oktyabrsky,Yes,4,brick,separate,Loggia,1989.0
3.0,25.0,2.7,40000.0,30.05,15.0,6.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
6.0,25.0,2.7,79000.0,72.67,45.0,10.0,Oktyabrsky,Yes,4,frame-block,separate,Loggia,2021.0
3.0,25.0,2.7,72000.0,72.67,65.0,6.0,Oktyabrsky,Yes,4,frame-block,separate,Two balconies,2021.0
12.0,15.0,2.7,87000.0,75.6,50.0,10.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
7.0,22.0,2.53,137000.0,89.7,49.4,9.9,Frunzensky,Yes,3,frame-block,2,Two balconies,2011.0
2.0,7.0,2.54,119000.0,58.9,31.0,10.2,Oktyabrsky,No,2,panel,separate,Loggia,2018.0
3.0,9.0,2.53,49000.0,35.0,17.0,7.1,Sovetsky,No,1,panel,separate,Loggia,1980.0
4.0,7.0,2.5,53000.0,43.0,17.9,9.1,Frunzensky,No,1,panel,separate,Loggia,2016.0
2.0,9.0,2.54,44000.0,33.4,16.7,7.1,Moskovsky,Yes,1,panel,separate,Loggia,1988.0
2.0,9.0,2.7,48000.0,33.0,17.0,7.2,Oktyabrsky,No,1,panel,separate,Loggia,1977.0
17.0,20.0,2.54,85000.0,61.2,32.7,9.0,Partizansky,No,2,monolithic,separate,Loggia,2010.0
1.0,3.0,2.85,89000.0,84.7,58.68,9.06,Partizansky,Yes,3,brick,separate,Without,1953.0
1.0,5.0,2.5,51000.0,49.5,34.0,6.2,Pervomaisky,Yes,3,panel,separate,Without,1968.0
5.0,7.0,2.7,235000.0,147.3,125.6,1.0,Tsentralny,No,4,monolithic,2,Two balconies,2020.0
20.0,20.0,2.7,80000.0,65.4,32.91,9.25,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2020.0
2.0,16.0,2.7,74000.0,65.36,23.63,19.74,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
1.0,20.0,2.7,82000.0,52.6,28.89,5.63,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2020.0
18.0,20.0,2.7,80000.0,65.7,32.91,9.25,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2020.0
15.0,20.0,2.7,80000.0,65.5,32.91,9.25,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2020.0
15.0,20.0,2.7,80000.0,65.5,32.91,9.25,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2020.0
2.0,16.0,2.7,41000.0,33.8,22.95,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2020.0
2.0,16.0,2.7,74000.0,65.35,36.14,10.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
2.0,16.0,2.7,41000.0,33.8,22.95,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2020.0
8.0,20.0,2.7,80000.0,65.6,32.91,9.25,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2020.0
2.0,16.0,2.7,41000.0,33.8,22.95,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2020.0
18.0,25.0,2.7,85000.0,64.4,37.43,6.92,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2020.0
2.0,25.0,2.7,78000.0,64.5,37.25,7.86,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2020.0
4.0,25.0,2.7,92000.0,69.8,33.41,6.01,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2020.0
3.0,25.0,2.7,60000.0,59.06,40.0,10.0,Oktyabrsky,Yes,3,monolithic,combined,Loggia,2021.0
5.0,5.0,3.05,139000.0,58.6,31.7,9.3,Leninsky,Yes,2,brick,separate,Balcony,1950.0
3.0,25.0,2.7,43000.0,39.87,25.0,8.0,Oktyabrsky,Yes,2,monolithic,combined,Loggia,2021.0
3.0,25.0,2.7,43000.0,39.87,27.0,8.0,Oktyabrsky,Yes,2,monolithic,combined,Loggia,2021.0
4.0,9.0,2.7,74000.0,62.56,40.62,8.32,Frunzensky,No,3,panel,separate,Two balconies,1979.0
4.0,25.0,2.7,38000.0,33.31,20.0,6.0,Oktyabrsky,Yes,1,monolithic,combined,Loggia,2021.0
5.0,5.0,2.5,39000.0,33.93,20.22,6.05,Zavodskoy,No,1,brick,combined,Balcony,1968.0
4.0,25.0,2.7,60000.0,57.89,42.0,10.0,Oktyabrsky,Yes,3,monolithic,combined,Loggia,2021.0
3.0,16.0,2.7,36000.0,29.6,17.0,8.0,Oktyabrsky,Yes,1,monolithic,combined,Loggia,2021.0
9.0,16.0,2.7,36000.0,29.5,18.0,7.0,Oktyabrsky,Yes,1,monolithic,combined,Loggia,2021.0
14.0,16.0,2.7,36000.0,29.63,18.0,7.0,Oktyabrsky,Yes,1,monolithic,combined,Loggia,2021.0
8.0,16.0,2.7,51000.0,42.77,31.0,8.0,Oktyabrsky,Yes,2,monolithic,combined,Loggia,2021.0
14.0,16.0,2.7,51000.0,42.77,31.0,7.0,Oktyabrsky,Yes,2,monolithic,combined,Loggia,2021.0
5.0,9.0,2.74,109000.0,73.3,41.8,9.8,Leninsky,No,3,frame-block,separate,Loggia,2009.0
10.0,16.0,2.7,40000.0,33.69,25.0,7.0,Oktyabrsky,Yes,1,monolithic,combined,Loggia,2021.0
15.0,16.0,2.7,40000.0,33.69,20.0,6.0,Oktyabrsky,Yes,1,monolithic,combined,Loggia,2021.0
14.0,16.0,2.7,70000.0,64.6,42.0,10.0,Oktyabrsky,Yes,3,monolithic,separate,Loggia,2021.0
14.0,16.0,2.7,70000.0,64.6,42.0,10.0,Oktyabrsky,Yes,3,monolithic,separate,Loggia,2021.0
15.0,16.0,2.7,70000.0,64.6,42.0,10.0,Oktyabrsky,Yes,3,monolithic,combined,Loggia,2021.0
1.0,5.0,2.5,61000.0,59.5,41.8,6.2,Zavodskoy,No,4,panel,separate,Balcony,1968.0
9.0,25.0,2.7,70000.0,64.57,56.8,8.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
17.0,25.0,2.7,70000.0,64.57,56.8,8.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
21.0,25.0,2.7,70000.0,64.57,56.8,8.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
17.0,25.0,2.73,103000.0,48.0,42.0,28.0,Pervomaisky,Yes,2,frame-block,separate,Loggia,2020.0
25.0,25.0,2.7,70000.0,64.57,56.8,8.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
4.0,25.0,2.7,71000.0,70.7,57.0,8.0,Oktyabrsky,Yes,3,frame-block,2,Loggia,2021.0
9.0,15.0,2.7,230000.0,148.8,102.1,19.2,Leninsky,Yes,4,frame-block,2,Loggia,2003.0
2.0,25.0,2.7,72000.0,71.6,57.0,8.0,Oktyabrsky,Yes,3,frame-block,2,Loggia,2021.0
2.0,25.0,2.7,72000.0,71.8,57.0,8.0,Oktyabrsky,Yes,3,frame-block,2,Loggia,2021.0
7.0,9.0,2.52,57000.0,48.0,30.0,7.0,Frunzensky,No,2,panel,separate,Balcony,1995.0
1.0,12.0,2.5,85000.0,49.4,30.2,7.6,Partizansky,Yes,2,brick,separate,Loggia,1979.0
4.0,9.0,2.7,56000.0,46.7,28.2,7.1,Sovetsky,No,2,panel,separate,Loggia,1980.0
24.0,25.0,2.7,78000.0,63.0,54.3,8.0,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
21.0,25.0,2.7,37000.0,31.7,20.0,10.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
3.0,9.0,2.5,58000.0,48.0,30.0,7.0,Moskovsky,Yes,2,panel,separate,Loggia,1980.0
22.0,25.0,2.7,35000.0,29.0,15.34,5.95,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
15.0,16.0,2.7,36000.0,29.63,20.0,8.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
7.0,25.0,2.8,45000.0,39.0,28.65,6.4,Oktyabrsky,Yes,2,monolithic,combined,Loggia,2021.0
9.0,25.0,2.7,66000.0,51.8,45.4,8.0,Oktyabrsky,Yes,3,frame-block,combined,Loggia,2021.0
17.0,25.0,2.7,35000.0,29.62,20.0,8.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
15.0,18.0,2.7,35000.0,29.5,20.0,8.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
22.0,25.0,2.7,52000.0,44.3,26.32,5.64,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
22.0,25.0,2.7,38000.0,31.9,17.06,5.72,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
4.0,25.0,2.73,112000.0,78.9,60.4,14.5,Pervomaisky,Yes,2,frame-block,combined,Loggia,2021.0
5.0,6.0,3.0,230000.0,228.0,107.5,60.0,Pervomaisky,Yes,3,brick,more than 2,Two balconies,2004.0
7.0,25.0,2.73,112000.0,77.5,60.5,15.05,Pervomaisky,Yes,2,frame-block,combined,Loggia,2021.0
9.0,19.0,2.7,99000.0,64.2,54.0,10.0,Tsentralny,Yes,2,frame-block,separate,Balcony,2016.0
2.0,5.0,2.55,120000.0,71.0,42.0,10.6,Oktyabrsky,No,3,panel,separate,Loggia,2016.0
22.0,25.0,2.7,80000.0,71.6,34.07,16.61,Oktyabrsky,Yes,3,frame-block,separate,Loggia,2021.0
13.0,25.0,2.7,49000.0,39.0,28.0,10.0,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
10.0,12.0,2.7,250000.0,119.1,67.7,18.3,Pervomaisky,Yes,3,frame-block,more than 2,Loggia,2007.0
15.0,25.0,2.7,49000.0,39.0,30.0,8.0,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
11.0,17.0,2.7,34000.0,29.66,20.0,8.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
9.0,25.0,2.7,36000.0,31.28,20.0,10.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
2.0,2.0,2.7,59000.0,62.9,41.6,8.2,Oktyabrsky,No,3,brick,separate,Two balconies,1951.0
12.0,23.0,2.7,36000.0,29.5,20.0,8.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
22.0,25.0,2.7,64000.0,56.2,24.49,15.29,Oktyabrsky,Yes,2,frame-block,combined,Loggia,2021.0
1.0,12.0,2.56,62000.0,51.5,28.0,8.0,Oktyabrsky,Yes,2,brick,separate,Loggia,1991.0
16.0,16.0,2.7,49000.0,42.43,35.73,5.61,Oktyabrsky,Yes,2,frame-block,separate,Loggia,2021.0
10.0,25.0,2.7,36000.0,29.4,20.0,8.0,Oktyabrsky,Yes,1,frame-block,combined,Loggia,2021.0
14.0,16.0,2.7,37000.0,30.4,21.1,7.0,Oktyabrsky,Yes,1,frame-block,separate,Loggia,2021.0
1.0,5.0,2.7,52000.0,43.6,29.6,6.4,Pervomaisky,No,2,brick,separate,Without,1970.0
